SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-11-16,30.30,-89.26,1,,,,,,7751.1111,0.02,,,155.0222,,,,,,,,155.022,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-12-14,30.30,-89.26,1,,,,,,12931.1111,0.02,,,258.6222,,,,,,,,258.622,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-17,17.72,-22.74,5,0.0000,0.3,0.000 ,130.0000,0.0002,0.0100,0.02,,,0.0262,Rhizosolenia,0.8800,0.01,,,,0.0088,0.035,24.90,36.80,0.010,0.050,1.51,0.10,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-22,16.89,-24.83,5,4.9000,0.3,1.470 ,10.0000,0.0002,0.0000,0.02,,,0.0020,,0.0000,0.01,,,,0.0000,1.472,25.30,36.70,0.050,0.090,0.58,0.33,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-22,16.89,-24.83,5,0.0000,0.3,0.000 ,1.4000,0.0002,0.0000,0.02,,,0.0003,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,0.000,25.20,36.80,0.060,0.100,,0.38,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-22,16.89,-24.83,50,0.5200,0.3,0.156 ,1.9000,0.0002,0.0100,0.02,,,0.0006,Hemiaulus,2.2000,0.01,,,,0.0220,0.179,25.20,36.80,4.120,0.330,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.01,-23.66,5,0.6300,0.3,0.189 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.8610,0.01,,,,0.0086,0.198,24.90,36.80,0.120,0.060,0.32,0.19,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.02,-23.73,5,0.9000,0.3,0.270 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.1010,0.01,,,,0.0110,0.281,24.70,36.50,0.060,0.060,,0.22,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.02,-23.74,5,2.5000,0.3,0.750 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.0010,0.01,,,,0.0100,0.760,24.70,36.50,0.060,0.060,0.32,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.03,-23.76,5,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,0.0000,0.01,,,,0.0000,0.000,24.70,36.40,0.053,0.040,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.04,-23.78,5,0.0100,0.3,0.003 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,0.0000,0.01,,,,0.0000,0.003,24.70,36.50,0.053,0.040,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.03,-23.78,5,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,24.70,36.50,0.053,0.040,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-11-28,16.02,-23.77,5,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0100,0.01,,,,0.0001,0.000,24.60,36.50,0.050,0.040,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.72,-22.95,5,0.0000,0.3,0.000 ,41.0000,0.0002,0.0000,0.02,,,0.0082,Rhizosolenia,0.0100,0.01,,,,0.0001,0.008,23.90,36.80,0.010,0.080,0.3,0.12,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.78,-22.96,5,0.0100,0.3,0.003 ,73.0000,0.0002,1.5000,0.02,,,0.0446,Rhizosolenia,0.0100,0.01,,,,0.0001,0.048,23.90,36.80,0.010,0.120,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.79,-22.97,5,0.0000,0.3,0.000 ,16.0000,0.0002,0.0000,0.02,,,0.0032,,,,,,,,0.003,24.00,36.80,0.010,0.120,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.80,-23.00,5,0.0000,0.3,0.000 ,0.0100,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0100,0.01,,,,0.0001,0.000,24.00,36.80,0.010,0.120,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.81,-23.05,5,0.0000,0.3,0.000 ,4.5000,0.0002,0.0000,0.02,,,0.0009,Rhizosolenia,0.0100,0.01,,,,0.0001,0.001,24.00,36.90,0.010,0.120,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-02,17.81,-23.09,5,0.0000,0.3,0.000 ,0.0100,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,1.0000,0.01,,,,0.0100,0.010,23.90,36.90,0.010,0.140,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-07,20.65,-24.96,5,0.0100,0.3,0.003 ,76.0000,0.0002,0.0000,0.02,,,0.0152,,0.0000,0.01,,,,0.0000,0.018,23.90,36.90,0.010,0.060,0.35,0.08,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-07,20.85,-25.01,5,0.9500,0.3,0.285 ,45.0000,0.0002,0.0000,0.02,,,0.0090,Rhizosolenia,0.0100,0.01,,,,0.0001,0.294,23.90,37.00,0.010,0.050,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-07,20.94,-25.04,5,0.0100,0.3,0.003 ,24.0000,0.0002,0.0000,0.02,,,0.0048,,0.0000,0.01,,,,0.0000,0.008,23.90,36.90,0.010,0.050,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-07,20.98,-25.05,5,0.0000,0.3,0.000 ,3.4000,0.0002,0.0100,0.02,,,0.0009,,0.0000,0.01,,,,0.0000,0.001,23.90,36.90,0.010,0.050,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-07,21.04,-25.05,5,0.0000,0.3,0.000 ,44.0000,0.0002,0.0000,0.02,,,0.0088,Rhizosolenia,0.0100,0.01,,,,0.0001,0.009,23.80,36.90,0.010,0.050,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-08,21.08,-25.05,5,0.0000,0.3,0.000 ,120.0000,0.0002,0.0000,0.02,,,0.0240,,0.0000,0.01,,,,0.0000,0.024,23.80,36.90,0.010,0.050,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-12,26.05,-23.99,5,0.0100,0.3,0.003 ,0.0100,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0100,0.01,,,,0.0001,0.003,23.30,37.40,0.010,0.010,0.54,0.06,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-12,26.05,-23.98,5,1.2000,0.3,0.360 ,0.0100,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.6000,0.01,,,,0.0160,0.376,22.70,37.30,0.010,0.010,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-12,26.07,-23.99,5,0.0100,0.3,0.003 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,0.003,22.90,37.30,0.010,0.010,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-12,26.09,-24.01,5,0.0100,0.3,0.003 ,0.0100,0.0002,1.4000,0.02,,,0.0280,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,0.031,22.70,37.30,0.010,0.010,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-12,26.08,-24.00,5,0.0000,0.3,0.000 ,0.0100,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.9500,0.01,,,,0.0095,0.010,22.60,37.30,0.010,0.010,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Turk et al. (2011), doi:10.1038/ismej.2010.205",qPCR,2007-12-13,26.10,-23.99,5,0.0100,0.3,0.003 ,0.6800,0.0002,0.0000,0.02,,,0.0001,"Hemiaulus, Rhizosolenia",3.2000,0.01,,,,0.0320,0.035,22.60,37.30,0.010,0.010,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,5,44.1880,0.3,13.256 ,10.0000,0.0002,0.0000,0.02,,,0.0020,"Hemiaulus, Rhizosolenia",2.2360,0.01,,,,0.0224,13.281,28.76,36.42,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,15,14.7130,0.3,4.414 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.7890,0.01,,,,0.0079,4.422,28.58,36.41,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,30,0.0100,0.3,0.003 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.6980,0.01,,,,0.0070,0.010,28.47,36.42,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,60,0.0100,0.3,0.003 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.1680,0.01,,,,0.0017,0.005,25.87,36.51,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,75,1.0890,0.3,0.327 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.327,25.65,36.53,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,90,0.1260,0.3,0.038 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.038,25.26,36.63,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-22,18.39,-67.89,200,0.0100,0.3,0.003 ,0.0000,0.0002,0.0119,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.003,21.37,36.93,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-23,16.39,-65.13,5,1776.8930,0.3,533.068 ,201000.0000,0.0002,0.1851,0.02,,,40.2037,"Hemiaulus, Rhizosolenia",1.7440,0.01,,,,0.0174,573.289,28.17,36.00,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-23,16.39,-65.13,60,14.9230,0.3,4.477 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",1.3610,0.01,,,,0.0136,4.491,25.34,36.60,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-23,16.39,-65.13,150,0.0100,0.3,0.003 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.003,19.43,36.64,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,5,46.3500,0.3,13.905 ,14600.0000,0.0002,0.0100,0.02,,,2.9202,"Hemiaulus, Rhizosolenia",0.3740,0.01,,,,0.0037,16.829,28.44,31.77,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,10,197.2590,0.3,59.178 ,12.5000,0.0002,2.7134,0.02,,,0.0568,"Hemiaulus, Rhizosolenia",0.4890,0.01,,,,0.0049,59.239,28.42,31.81,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,30,39.4310,0.3,11.829 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,11.829,28.14,35.36,0.000,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,40,166.9880,0.3,50.096 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.3620,0.01,,,,0.0036,50.100,27.71,36.03,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,50,1.9220,0.3,0.577 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.5910,0.01,,,,0.0059,0.583,27.59,36.16,0.000,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,70,3.3220,0.3,0.997 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.997,26.90,36.14,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,100,0.0100,0.3,0.003 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.003,26.18,36.41,0.000,0.238,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-27,12.26,-56.15,200,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.000,18.09,36.45,0.000,0.241,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,5,733.0750,0.3,219.923 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",8.0320,0.01,,,,0.0803,220.003,28.13,30.06,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,20,910.8990,0.3,273.270 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",1.5980,0.01,,,,0.0160,273.286,28.15,31.12,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,30,89.2660,0.3,26.780 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",1.2990,0.01,,,,0.0130,26.793,28.14,35.37,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,40,90.4720,0.3,27.142 ,10.0000,0.0002,0.0000,0.02,,,0.0020,"Hemiaulus, Rhizosolenia",1.2590,0.01,,,,0.0126,27.156,27.69,36.04,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,50,2.4910,0.3,0.747 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.747,27.42,36.14,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,75,0.2160,0.3,0.065 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.065,27.03,36.18,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,100,0.1630,0.3,0.049 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.049,26.37,36.23,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-28,11.99,-54.45,200,0.0100,0.3,0.003 ,0.0000,0.0002,0.0245,0.02,,,0.0005,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.003,16.43,36.10,,0.351,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,5,279.2820,0.3,83.785 ,12.5000,0.0002,0.0100,0.02,,,0.0027,"Hemiaulus, Rhizosolenia",1.6010,0.01,,,,0.0160,83.803,27.94,33.80,0.000,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,20,116.9760,0.3,35.093 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",2.2570,0.01,,,,0.0226,35.115,27.94,33.80,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,30,584.4180,0.3,175.325 ,10.0000,0.0002,0.0000,0.02,,,0.0020,"Hemiaulus, Rhizosolenia",4.5390,0.01,,,,0.0454,175.373,28.06,34.94,,0.064,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,40,49.9740,0.3,14.992 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,14.992,27.76,35.89,,0.013,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,60,30.0700,0.3,9.021 ,17.5000,0.0002,0.0100,0.02,,,0.0037,"Hemiaulus, Rhizosolenia",0.6130,0.01,,,,0.0061,9.031,27.34,36.15,,0.055,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,75,51.9270,0.3,15.578 ,20.0000,0.0002,0.0000,0.02,,,0.0040,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,15.582,27.02,36.22,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,100,10.5620,0.3,3.169 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,3.169,25.94,36.31,0.428,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-29,11.62,-51.50,200,0.2980,0.3,0.089 ,0.0000,0.0002,0.0000,0.02,,,0.0000,"Hemiaulus, Rhizosolenia",0.0000,0.01,,,,0.0000,0.089,14.09,35.71,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,5,376.5040,0.3,112.951 ,10.0000,0.0002,0.0100,0.02,,,0.0022,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,112.954,27.43,36.07,,,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,15,288.3460,0.3,86.504 ,12.5000,0.0002,0.0100,0.02,,,0.0027,"Hemiaulus, Rhizosolenia",0.7310,0.01,,,,0.0073,86.514,27.46,36.07,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,30,422.2230,0.3,126.667 ,0.0000,0.0002,0.0100,0.02,,,0.0002,"Hemiaulus, Rhizosolenia",0.1260,0.01,,,,0.0013,126.668,27.45,36.09,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,50,151.7550,0.3,45.527 ,21000.0000,0.0002,0.2423,0.02,,,4.2048,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,49.731,26.99,36.39,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,70,66.5520,0.3,19.966 ,19700.0000,0.0002,0.0100,0.02,,,3.9402,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,23.906,26.83,36.43,,0.000,,,,,,
"Turk-Kubo, K.A., University of California, Santa Cruz, katurk@gmail.com","Goebel et al. (2010), doi:10.1111/j.1462-2920.2010.02303.x",qPCR,2006-06-30,11.71,-49.49,95,14.2350,0.3,4.271 ,20.0000,0.0002,0.0000,0.02,,,0.0040,"Hemiaulus, Rhizosolenia",0.0100,0.01,,,,0.0001,4.275,25.72,36.39,,0.000,,,,,,
