SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,INTEGRAL DEPTH (m),Trichodesmium Colonies (x103 m-2),Trichodesmium Free trichomes (x106 m-2),Trichodesmium Total Trichomes (x106 m-2),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-2),UCYN Cells (x106 m-2),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-2),Richelia Associated Species,Richelia Cells (x106 m-2),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-2),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-2),Total Diazotrophic Biomass (mg C m-2),Surface Temperature (˚C),Surface Salinity (PSU),Surface Nitrate (µM),Surface Phosphate (µM),Surface Fe (nM),Chlorophyll  (mg m-2),Notes
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-02,29.01,-151.42,300,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",1.6322,0.01,,,,0.0163,0.016,24.45,35.49,0.100,0.030,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-03,30.50,-149.62,300,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",329.9542,0.01,,,,3.2995,3.300,23.70,35.17,0.110,0.020,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-04,30.47,-147.03,175,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",375.0764,0.01,,,,3.7508,3.751,23.34,35.22,0.020,0.040,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-05,30.44,-145.45,175,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",165.9062,0.01,,,,1.6591,1.659,23.53,35.22,0.090,0.030,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-06,30.96,-143.10,175,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",283.6308,0.01,,,,2.8363,2.836,22.55,34.61,0.000,0.040,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-07,31.58,-141.20,176,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",45.3021,0.01,,,,0.4530,0.453,22.36,34.54,0.230,0.090,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-08,32.35,-138.64,199,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",33.8765,0.01,,,,0.3388,0.339,21.47,33.72,0.080,0.190,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-11,30.42,-133.88,245,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",23.5053,0.01,,,,0.2351,0.235,20.52,34.19,0.020,0.160,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2002-07-12,30.80,-131.01,196,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",0.7638,0.01,,,,0.0076,0.008,19.00,33.34,0.310,0.290,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-22,28.00,-159.00,149,,,0.0277,30,0.831,,,,"Hemiaulus,Rhizosolenia",0.1050,0.01,,,,0.0011,0.832,25.98,35.47,0.045,0.120,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-25,28.00,-161.76,138,,,0.0873,30,2.619,,,,"Hemiaulus,Rhizosolenia",0.0165,0.01,,,,0.0002,2.619,26.15,35.40,0.028,0.053,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-26,28.00,-164.23,149,,,0.0148,30,0.443,,,,"Hemiaulus,Rhizosolenia",0.2970,0.01,,,,0.0030,0.445,26.21,35.45,0.085,0.090,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-27,28.00,-166.23,148,,,0.0058,30,0.175,,,,"Hemiaulus,Rhizosolenia",31.6934,0.01,,,,0.3169,0.492,26.83,35.37,0.038,0.095,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-28,28.00,-168.65,150,,,0.0005,30,0.014,,,,"Hemiaulus,Rhizosolenia",0.0295,0.01,,,,0.0003,0.014,26.26,35.30,0.025,0.078,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-30,28.02,-172.29,150,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",544.1665,0.01,,,,5.4417,5.442,26.76,35.53,0.032,0.228,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-08-31,28.00,-174.00,147,,,0.0008,30,0.023,,,,"Hemiaulus,Rhizosolenia",970.7736,0.01,,,,9.7077,9.731,27.21,35.53,0.023,0.355,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-01,27.98,-176.93,148,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",2.1603,0.01,,,,0.0216,0.022,26.72,35.63,0.045,0.270,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-03,28.00,179.48,147,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",0.2291,0.01,,,,0.0023,0.002,26.88,35.03,0.020,0.100,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-04,27.31,177.44,147,,,0.0026,30,0.077,,,,"Hemiaulus,Rhizosolenia",15.4067,0.01,,,,0.1541,0.231,27.28,35.37,0.095,0.115,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-05,27.98,175.43,148,,,0.0019,30,0.058,,,,"Hemiaulus,Rhizosolenia",124.2635,0.01,,,,1.2426,1.301,27.43,35.31,0.080,0.285,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-07,26.59,-179.34,148,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",9.1163,0.01,,,,0.0912,0.091,27.43,31.11,0.183,0.233,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-08,26.50,-175.96,150,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",396.4011,0.01,,,,3.9640,3.964,27.26,34.10,0.010,0.222,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-09,27.45,-172.97,150,,,0.0000,30,0.000,,,,"Hemiaulus,Rhizosolenia",4.9888,0.01,,,,0.0499,0.050,26.87,22.77,0.055,0.285,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-11,27.46,-166.48,150,,,0.2002,30,6.005,,,,"Hemiaulus,Rhizosolenia",5.8265,0.01,,,,0.0583,6.064,27.01,35.53,0.035,0.240,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-12,27.47,-162.92,150,,,0.1144,30,3.432,,,,"Hemiaulus,Rhizosolenia",3.0353,0.01,,,,0.0304,3.462,26.82,35.53,0.040,0.305,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-13,27.48,-159.66,350,,,0.7801,30,23.403,,,,"Hemiaulus,Rhizosolenia",1.9202,0.01,,,,0.0192,23.422,26.63,29.77,0.005,0.230,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ","Villareal et al. (2011), doi:10.1029/2010jc006268",Standard Light Microscopy,2003-09-14,27.54,-156.18,150,,,0.2826,30,8.477,,,,"Hemiaulus,Rhizosolenia",1.7281,0.01,,,,0.0173,8.494,26.30,35.43,0.120,0.218,,,Richelia counts are derived from host diatom cell counts: assuming each host  Hemiaulus contains 2 Richelia trichomes and each Rhizosolenia contains 5 Richelia trichomes. Also assumes each Richelia trichome contains 5 cells.
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-04,30.00,-150.00,148,,,,,,,,,Hemiaulus,4.5289,0.01,,0.0000,0.01,0.0453,0.045,23.08,35.23,,,,4.59,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-05,30.00,-146.50,149,,,,,,,,,Hemiaulus,13.2564,0.01,,0.0000,0.01,0.1326,0.133,22.85,35.40,,,,4.64,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-07,32.35,-140.86,149,,,,,,,,,Hemiaulus,5.0469,0.01,,0.0000,0.01,0.0505,0.050,21.62,34.25,,,,6.53,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-08,31.77,-140.47,150,,,,,,,,,Hemiaulus,2.8908,0.01,,0.0000,0.01,0.0289,0.029,21.35,33.75,,,,5.76,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-09,31.77,-140.83,152,,,,,,,,,Hemiaulus,13.7315,0.01,,0.0000,0.01,0.1373,0.137,21.95,34.42,,,,6.28,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-10,31.19,-140.08,151,,,,,,,,,Hemiaulus,3.1228,0.01,,0.0000,0.01,0.0312,0.031,21.40,34.31,,,,4.72,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-12,30.61,-139.70,151,,,,,,,,,Hemiaulus,1.4457,0.01,,0.0000,0.01,0.0145,0.014,21.71,34.29,,,,4.41,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-13,28.75,-141.25,150,,,,,,,,,Hemiaulus,11.4668,0.01,,0.0000,0.01,0.1147,0.115,22.59,35.18,,,,4.74,"Calculated from profiles. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,Epiflourescence Microscopy ,2008-07-15,32.00,-139.00,151,,,,,,,,,Hemiaulus,4.4882,0.01,,0.0000,0.01,0.0449,0.045,21.71,34.11,,,,4.87,"Richelia Calculated from profiles, Calothrix directly reported as 60m depth-integrals. Richelia reported as heterocyst density, converted to cell density on 1:5 basis."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-07-31,20.50,-153.69,151,,,,,,,,,Rhizosolenia,0.2988,0.01,Chaetoceros,11.6064,0.01,0.1191,0.119,,,,,,,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy"
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-02,26.10,-144.70,147,,,,,,,,,Rhizosolenia,1.2008,0.01,Chaetoceros,43.3922,0.01,0.4459,0.446,,,,,,4.10,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-03,26.10,-144.00,152,,,,,,,,,Rhizosolenia,1.0395,0.01,Chaetoceros,35.8376,0.01,0.3688,0.369,,,,,,,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy"
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-04,26.10,-143.30,151,,,,,,,,,"Hemiaulus, Rhizosolenia",1.7929,0.01,Chaetoceros,58.8006,0.01,0.6059,0.606,,,,,,3.79,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-05,25.50,-143.00,150,,,,,,,,,Rhizosolenia,0.8321,0.01,Chaetoceros,28.3014,0.01,0.2913,0.291,,,,,,3.49,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-09,23.50,-140.00,301,,,,,,,,,Rhizosolenia,1.2575,0.01,Chaetoceros,221.3092,0.01,2.2257,2.226,,,,,,4.49,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
"Villareal, T.A., University of Texas at Austin,  t.villareal@mail.utexas.edu ",,"Microscope, transmitted light or epifluorescence",2009-08-13,25.10,-154.70,152,,,,,,,,,"Hemiaulus, Rhizosolenia",11.5966,0.01,Chaetoceros,514.3668,0.01,5.2596,5.260,,,,,,26.27,"Calculated from profiles. Richelia and Calothrix reported as heterocyst density, converted to cell density on 1:5 basis. Richelia-Hemiaulus measured by epifluorescence microscopy, others measured by transmitted light microscopy. Chlorophyll integrated in 0-60m."
